21.05.2004 15:00:00.000 GMT-0600,0.69723,1.19801,1.78705,0.60792,1.37311,1.28274,112.285
22.05.2004 15:00:00.000 GMT-0600,0.69723,1.19801,1.78705,0.60792,1.37311,1.28274,112.285
23.05.2004 15:00:00.000 GMT-0600,0.6967,1.2002,1.78919,0.60721,1.37015,1.27844,112.89
24.05.2004 15:00:00.000 GMT-0600,0.70884,1.21045,1.8129,0.61802,1.37113,1.27164,111.697
25.05.2004 15:00:00.000 GMT-0600,0.70653,1.2099,1.81359,0.62028,1.37018,1.27162,111.887
26.05.2004 15:00:00.000 GMT-0600,0.71649,1.22602,1.83744,0.63397,1.35633,1.24525,110.812
27.05.2004 15:00:00.000 GMT-0600,0.7139,1.22118,1.83256,0.63183,1.36146,1.25193,110.18
28.05.2004 15:00:00.000 GMT-0600,0.7139,1.22118,1.83256,0.63183,1.36146,1.25193,110.18
29.05.2004 15:00:00.000 GMT-0600,0.7139,1.22118,1.83256,0.63183,1.36146,1.25193,110.18
30.05.2004 15:00:00.000 GMT-0600,0.71447,1.21854,1.83197,0.63195,1.36141,1.25375,109.477
31.05.2004 15:00:00.000 GMT-0600,0.70688,1.22447,1.83925,0.62805,1.36773,1.24632,110.606
01.06.2004 15:00:00.000 GMT-0600,0.69533,1.22085,1.83406,0.62058,1.36094,1.24984,109.867
02.06.2004 15:00:00.000 GMT-0600,0.68819,1.22242,1.84048,0.61693,1.3622,1.24952,110.743
03.06.2004 15:00:00.000 GMT-0600,0.69535,1.22817,1.84032,0.6219,1.34945,1.23943,111.128
04.06.2004 15:00:00.000 GMT-0600,0.69535,1.22817,1.84032,0.6219,1.34945,1.23943,111.128
05.06.2004 15:00:00.000 GMT-0600,0.69535,1.22817,1.84032,0.6219,1.34945,1.23943,111.128
06.06.2004 15:00:00.000 GMT-0600,0.70683,1.2317,1.84116,0.63356,1.34635,1.2368,109.507
07.06.2004 15:00:00.000 GMT-0600,0.70015,1.2262,1.83552,0.62724,1.34835,1.23742,109.627
08.06.2004 15:00:00.000 GMT-0600,0.68972,1.20439,1.82987,0.6183,1.35944,1.25414,110.398
09.06.2004 15:00:00.000 GMT-0600,0.69651,1.21035,1.84283,0.63295,1.36,1.24486,109.308
10.06.2004 15:00:00.000 GMT-0600,0.69194,1.20038,1.81917,0.62855,1.36367,1.25976,110.049
11.06.2004 15:00:00.000 GMT-0600,0.69194,1.20038,1.81917,0.62855,1.36367,1.25976,110.049
12.06.2004 15:00:00.000 GMT-0600,0.69194,1.20038,1.81917,0.62855,1.36367,1.25976,110.049
13.06.2004 15:00:00.000 GMT-0600,0.68702,1.20531,1.8112,0.62384,1.37426,1.256,111.006
14.06.2004 15:00:00.000 GMT-0600,0.69687,1.21584,1.83191,0.63769,1.36758,1.24939,109.48
15.06.2004 15:00:00.000 GMT-0600,0.68888,1.20085,1.82757,0.62808,1.37222,1.26624,110.046
16.06.2004 15:00:00.000 GMT-0600,0.68189,1.20508,1.83462,0.6214,1.37044,1.25212,109.601
17.06.2004 15:00:00.000 GMT-0600,0.68824,1.21343,1.838,0.62603,1.36177,1.24429,108.86
18.06.2004 15:00:00.000 GMT-0600,0.68824,1.21343,1.838,0.62603,1.36177,1.24429,108.86
19.06.2004 15:00:00.000 GMT-0600,0.68824,1.21343,1.838,0.62603,1.36177,1.24429,108.86
20.06.2004 15:00:00.000 GMT-0600,0.68969,1.21132,1.83136,0.62822,1.36469,1.24575,108.891
21.06.2004 15:00:00.000 GMT-0600,0.68722,1.21067,1.8207,0.62722,1.3575,1.24955,109.26
22.06.2004 15:00:00.000 GMT-0600,0.68735,1.209,1.81554,0.62374,1.35961,1.25298,108.482
23.06.2004 15:00:00.000 GMT-0600,0.69929,1.21668,1.82483,0.63425,1.34431,1.24454,107.118
24.06.2004 15:00:00.000 GMT-0600,0.70018,1.2172,1.82677,0.63525,1.34943,1.24635,107.546
25.06.2004 15:00:00.000 GMT-0600,0.70018,1.2172,1.82677,0.63525,1.34943,1.24635,107.546
26.06.2004 15:00:00.000 GMT-0600,0.70018,1.2172,1.82677,0.63525,1.34943,1.24635,107.546
27.06.2004 15:00:00.000 GMT-0600,0.69913,1.21845,1.83024,0.64061,1.34783,1.2488,107.89
28.06.2004 15:00:00.000 GMT-0600,0.68977,1.208,1.8071,0.63045,1.34381,1.26563,108.173
29.06.2004 15:00:00.000 GMT-0600,0.69835,1.21928,1.81956,0.6355,1.33244,1.24855,108.714
30.06.2004 15:00:00.000 GMT-0600,0.70481,1.21565,1.81943,0.64027,1.33192,1.24901,108.352
01.07.2004 15:00:00.000 GMT-0600,0.71276,1.23105,1.83038,0.64687,1.32273,1.23291,108.275
02.07.2004 15:00:00.000 GMT-0600,0.71276,1.23105,1.83038,0.64687,1.32273,1.23291,108.275
03.07.2004 15:00:00.000 GMT-0600,0.71276,1.23105,1.83038,0.64687,1.32273,1.23291,108.275
04.07.2004 15:00:00.000 GMT-0600,0.71119,1.22879,1.82943,0.64658,1.32558,1.23587,109.034
05.07.2004 15:00:00.000 GMT-0600,0.7124,1.22793,1.84142,0.64876,1.32745,1.23671,109.46
06.07.2004 15:00:00.000 GMT-0600,0.72272,1.23693,1.85569,0.65599,1.32023,1.22665,108.613
07.07.2004 15:00:00.000 GMT-0600,0.71923,1.23806,1.84922,0.65578,1.31743,1.22539,108.953
08.07.2004 15:00:00.000 GMT-0600,0.72184,1.24104,1.85933,0.65658,1.31787,1.22245,108.154
09.07.2004 15:00:00.000 GMT-0600,0.72184,1.24104,1.85933,0.65658,1.31787,1.22245,108.154
10.07.2004 15:00:00.000 GMT-0600,0.72184,1.24104,1.85933,0.65658,1.31787,1.22245,108.154
11.07.2004 15:00:00.000 GMT-0600,0.72699,1.24053,1.86196,0.66044,1.3169,1.22458,108.232
12.07.2004 15:00:00.000 GMT-0600,0.72425,1.23244,1.85683,0.6564,1.3177,1.2358,108.623
13.07.2004 15:00:00.000 GMT-0600,0.72318,1.23778,1.85583,0.65197,1.32178,1.22916,109.13
14.07.2004 15:00:00.000 GMT-0600,0.72205,1.23512,1.85275,0.65003,1.32269,1.23637,109.767
15.07.2004 15:00:00.000 GMT-0600,0.73167,1.24518,1.87315,0.6588,1.31075,1.22471,108.654
16.07.2004 15:00:00.000 GMT-0600,0.73167,1.24518,1.87315,0.6588,1.31075,1.22471,108.654
17.07.2004 15:00:00.000 GMT-0600,0.73167,1.24518,1.87315,0.6588,1.31075,1.22471,108.654
18.07.2004 15:00:00.000 GMT-0600,0.73158,1.24412,1.86728,0.65511,1.30697,1.22767,108.215
19.07.2004 15:00:00.000 GMT-0600,0.72701,1.233,1.85265,0.65328,1.31321,1.24425,108.647
20.07.2004 15:00:00.000 GMT-0600,0.71469,1.22584,1.84128,0.63966,1.3205,1.2498,109.775
21.07.2004 15:00:00.000 GMT-0600,0.71418,1.22537,1.84375,0.6414,1.31659,1.24865,109.768
22.07.2004 15:00:00.000 GMT-0600,0.70896,1.20897,1.83146,0.635,1.32045,1.26733,110.162
23.07.2004 15:00:00.000 GMT-0600,0.70896,1.20897,1.83146,0.635,1.32045,1.26733,110.162
24.07.2004 15:00:00.000 GMT-0600,0.70896,1.20897,1.83146,0.635,1.32045,1.26733,110.162
25.07.2004 15:00:00.000 GMT-0600,0.70895,1.21402,1.84033,0.6355,1.33261,1.26465,109.943
26.07.2004 15:00:00.000 GMT-0600,0.69904,1.2056,1.82123,0.62706,1.33087,1.2754,110.9
27.07.2004 15:00:00.000 GMT-0600,0.69926,1.20517,1.82478,0.62841,1.32775,1.27516,111.623
28.07.2004 15:00:00.000 GMT-0600,0.69868,1.20434,1.81675,0.63313,1.32402,1.28016,111.936
29.07.2004 15:00:00.000 GMT-0600,0.70183,1.20165,1.81934,0.63647,1.33081,1.28152,111.331
30.07.2004 15:00:00.000 GMT-0600,0.70183,1.20165,1.81934,0.63647,1.33081,1.28152,111.331
31.07.2004 15:00:00.000 GMT-0600,0.70093,1.20135,1.81945,0.6367,1.33095,1.28207,111.345
01.08.2004 15:00:00.000 GMT-0600,0.70244,1.20217,1.82707,0.6396,1.3319,1.27886,110.695
02.08.2004 15:00:00.000 GMT-0600,0.70661,1.20593,1.8265,0.64646,1.31675,1.27781,110.531
03.08.2004 15:00:00.000 GMT-0600,0.70367,1.20502,1.8252,0.64467,1.3152,1.27635,111.09
04.08.2004 15:00:00.000 GMT-0600,0.70263,1.2051,1.82372,0.64333,1.31813,1.27532,111.782
05.08.2004 15:00:00.000 GMT-0600,0.71348,1.22784,1.84112,0.652,1.3117,1.2505,110.457
06.08.2004 15:00:00.000 GMT-0600,0.71348,1.22784,1.84112,0.652,1.3117,1.2505,110.457
07.08.2004 15:00:00.000 GMT-0600,0.71348,1.22784,1.84112,0.652,1.3117,1.2505,110.457
08.08.2004 15:00:00.000 GMT-0600,0.71526,1.22675,1.84075,0.65249,1.31668,1.25359,110.579
09.08.2004 15:00:00.000 GMT-0600,0.7128,1.22338,1.82693,0.65212,1.32048,1.2619,111.263
10.08.2004 15:00:00.000 GMT-0600,0.71462,1.22153,1.8294,0.65445,1.3242,1.26131,110.9
11.08.2004 15:00:00.000 GMT-0600,0.71421,1.22489,1.82222,0.65781,1.33069,1.25595,110.863
12.08.2004 15:00:00.000 GMT-0600,0.71648,1.23704,1.84322,0.6659,1.30826,1.23831,110.69
13.08.2004 15:00:00.000 GMT-0600,0.71648,1.23704,1.84322,0.6659,1.30826,1.23831,110.69
14.08.2004 15:00:00.000 GMT-0600,0.71648,1.23704,1.84322,0.6659,1.30826,1.23831,110.69
15.08.2004 15:00:00.000 GMT-0600,0.7178,1.23591,1.8401,0.6643,1.30616,1.24041,110.453
16.08.2004 15:00:00.000 GMT-0600,0.715,1.23538,1.828,0.66348,1.30691,1.24325,110.042
17.08.2004 15:00:00.000 GMT-0600,0.71527,1.23332,1.82349,0.66393,1.30333,1.24422,109.317
18.08.2004 15:00:00.000 GMT-0600,0.72398,1.23614,1.83229,0.67069,1.29642,1.24299,109.34
19.08.2004 15:00:00.000 GMT-0600,0.7234,1.23153,1.81957,0.67197,1.2976,1.24987,109.083
20.08.2004 15:00:00.000 GMT-0600,0.7234,1.23153,1.81957,0.67197,1.2976,1.24987,109.083
21.08.2004 15:00:00.000 GMT-0600,0.7234,1.23153,1.81957,0.67197,1.2976,1.24987,109.083
22.08.2004 15:00:00.000 GMT-0600,0.71301,1.21399,1.80796,0.66124,1.30682,1.26924,109.79
23.08.2004 15:00:00.000 GMT-0600,0.70439,1.20766,1.79207,0.64734,1.30585,1.27228,109.59
24.08.2004 15:00:00.000 GMT-0600,0.70517,1.20789,1.79614,0.64899,1.30448,1.27345,110.143
25.08.2004 15:00:00.000 GMT-0600,0.70312,1.20994,1.79603,0.65034,1.30646,1.27192,109.635
26.08.2004 15:00:00.000 GMT-0600,0.70183,1.20074,1.79018,0.65265,1.31243,1.28245,109.633
27.08.2004 15:00:00.000 GMT-0600,0.70183,1.20074,1.79018,0.65265,1.31243,1.28245,109.633
28.08.2004 15:00:00.000 GMT-0600,0.70183,1.20074,1.79018,0.65265,1.31243,1.28245,109.633
29.08.2004 15:00:00.000 GMT-0600,0.69921,1.20445,1.79444,0.64945,1.31728,1.27954,109.839
30.08.2004 15:00:00.000 GMT-0600,0.70345,1.21804,1.80222,0.65502,1.31215,1.26625,109.127
31.08.2004 15:00:00.000 GMT-0600,0.70273,1.21848,1.79263,0.65526,1.30701,1.26005,109.49
01.09.2004 15:00:00.000 GMT-0600,0.69683,1.21712,1.79033,0.64802,1.29887,1.26089,109.436
02.09.2004 15:00:00.000 GMT-0600,0.6908,1.20558,1.77633,0.64565,1.29965,1.27096,110.452
03.09.2004 15:00:00.000 GMT-0600,0.6908,1.20558,1.77633,0.64565,1.29965,1.27096,110.452
04.09.2004 15:00:00.000 GMT-0600,0.6908,1.20558,1.77633,0.64565,1.29965,1.27096,110.452
05.09.2004 15:00:00.000 GMT-0600,0.69207,1.20608,1.77972,0.6493,1.29802,1.27032,110.12
06.09.2004 15:00:00.000 GMT-0600,0.69428,1.2104,1.77295,0.64692,1.2866,1.26662,109.315
