12.01.2015 19:00:00.000 GMT-0700,0.81848,1.18452,1.51803,0.77853
12.01.2015 20:00:00.000 GMT-0700,0.81848,1.18459,1.51758,0.77871
12.01.2015 21:00:00.000 GMT-0700,0.81712,1.18361,1.5165,0.77769
12.01.2015 22:00:00.000 GMT-0700,0.81551,1.1828,1.51586,0.77653
12.01.2015 23:00:00.000 GMT-0700,0.81585,1.183,1.51522,0.77691
13.01.2015 00:00:00.000 GMT-0700,0.81803,1.18503,1.51446,0.77867
13.01.2015 01:00:00.000 GMT-0700,0.8167,1.18211,1.51202,0.77748
13.01.2015 02:00:00.000 GMT-0700,0.81392,1.18083,1.51077,0.7755
13.01.2015 03:00:00.000 GMT-0700,0.81411,1.1802,1.51166,0.77448
13.01.2015 04:00:00.000 GMT-0700,0.81467,1.17931,1.51408,0.77382
13.01.2015 05:00:00.000 GMT-0700,0.81583,1.17805,1.51734,0.77533
13.01.2015 06:00:00.000 GMT-0700,0.81453,1.17696,1.51533,0.77239
13.01.2015 07:00:00.000 GMT-0700,0.81417,1.17614,1.51535,0.77194
13.01.2015 08:00:00.000 GMT-0700,0.81533,1.17811,1.51751,0.77338
13.01.2015 09:00:00.000 GMT-0700,0.81626,1.17782,1.51645,0.77299
13.01.2015 10:00:00.000 GMT-0700,0.81622,1.17844,1.51616,0.77271
13.01.2015 11:00:00.000 GMT-0700,0.81511,1.17668,1.5156,0.77202
13.01.2015 12:00:00.000 GMT-0700,0.81544,1.17641,1.51453,0.77212
13.01.2015 13:00:00.000 GMT-0700,0.81634,1.17714,1.51622,0.77278
13.01.2015 14:00:00.000 GMT-0700,0.81643,1.17727,1.5158,0.77371
13.01.2015 15:00:00.000 GMT-0700,0.81652,1.17756,1.51614,0.77375
13.01.2015 16:00:00.000 GMT-0700,0.81701,1.1777,1.51672,0.77413
13.01.2015 17:00:00.000 GMT-0700,0.81734,1.17708,1.51694,0.77353
13.01.2015 18:00:00.000 GMT-0700,0.81486,1.17737,1.51673,0.77285
13.01.2015 19:00:00.000 GMT-0700,0.81113,1.17792,1.51551,0.77138
13.01.2015 20:00:00.000 GMT-0700,0.8091,1.17739,1.51513,0.77035
13.01.2015 21:00:00.000 GMT-0700,0.80983,1.17856,1.51674,0.77163
13.01.2015 22:00:00.000 GMT-0700,0.80927,1.17917,1.51629,0.77146
13.01.2015 23:00:00.000 GMT-0700,0.80696,1.17856,1.51485,0.76939
14.01.2015 00:00:00.000 GMT-0700,0.81036,1.18002,1.52078,0.77277
14.01.2015 01:00:00.000 GMT-0700,0.81349,1.17923,1.5178,0.77383
14.01.2015 02:00:00.000 GMT-0700,0.81361,1.17441,1.51725,0.773
14.01.2015 03:00:00.000 GMT-0700,0.81415,1.17585,1.5177,0.77327
14.01.2015 04:00:00.000 GMT-0700,0.81282,1.17538,1.51906,0.77184
14.01.2015 05:00:00.000 GMT-0700,0.81236,1.17577,1.51787,0.77112
14.01.2015 06:00:00.000 GMT-0700,0.81643,1.18251,1.52562,0.77625
14.01.2015 07:00:00.000 GMT-0700,0.81476,1.17906,1.52165,0.77371
14.01.2015 08:00:00.000 GMT-0700,0.81576,1.17863,1.52118,0.77308
14.01.2015 09:00:00.000 GMT-0700,0.81612,1.18061,1.52325,0.77442
14.01.2015 10:00:00.000 GMT-0700,0.81559,1.17877,1.52204,0.77341
14.01.2015 11:00:00.000 GMT-0700,0.8144,1.17853,1.52233,0.7721
14.01.2015 12:00:00.000 GMT-0700,0.81476,1.17767,1.52216,0.77223
14.01.2015 13:00:00.000 GMT-0700,0.81559,1.17893,1.52354,0.77239
14.01.2015 14:00:00.000 GMT-0700,0.8148,1.1789,1.52304,0.77136
14.01.2015 15:00:00.000 GMT-0700,0.81565,1.17893,1.52329,0.77225
14.01.2015 16:00:00.000 GMT-0700,0.81401,1.1784,1.52335,0.77114
14.01.2015 17:00:00.000 GMT-0700,0.8195,1.17759,1.52414,0.77116
14.01.2015 18:00:00.000 GMT-0700,0.81871,1.1775,1.52329,0.77097
14.01.2015 19:00:00.000 GMT-0700,0.81896,1.17802,1.52332,0.77187
14.01.2015 20:00:00.000 GMT-0700,0.81897,1.17808,1.52347,0.77222
14.01.2015 21:00:00.000 GMT-0700,0.82029,1.17745,1.5233,0.77262
14.01.2015 22:00:00.000 GMT-0700,0.82111,1.17674,1.5229,0.77295
14.01.2015 23:00:00.000 GMT-0700,0.82119,1.17723,1.52242,0.77368
15.01.2015 00:00:00.000 GMT-0700,0.82294,1.17771,1.5217,0.77446
15.01.2015 01:00:00.000 GMT-0700,0.82252,1.17594,1.52146,0.77372
15.01.2015 02:00:00.000 GMT-0700,0.81872,1.17219,1.51863,0.77833
15.01.2015 03:00:00.000 GMT-0700,0.81818,1.16863,1.52,0.77611
15.01.2015 04:00:00.000 GMT-0700,0.82166,1.16925,1.52337,0.77875
15.01.2015 05:00:00.000 GMT-0700,0.82854,1.17368,1.52515,0.78831
15.01.2015 06:00:00.000 GMT-0700,0.82484,1.16986,1.52285,0.78431
15.01.2015 07:00:00.000 GMT-0700,0.82075,1.16308,1.51974,0.77978
15.01.2015 08:00:00.000 GMT-0700,0.82267,1.15859,1.51681,0.77708
15.01.2015 09:00:00.000 GMT-0700,0.82092,1.15948,1.51597,0.77879
15.01.2015 10:00:00.000 GMT-0700,0.82108,1.1601,1.51529,0.7823
15.01.2015 11:00:00.000 GMT-0700,0.82166,1.16159,1.51886,0.78257
15.01.2015 12:00:00.000 GMT-0700,0.82237,1.16129,1.51829,0.78185
15.01.2015 13:00:00.000 GMT-0700,0.8224,1.16183,1.51725,0.78257
15.01.2015 14:00:00.000 GMT-0700,0.82135,1.16301,1.51793,0.78213
15.01.2015 15:00:00.000 GMT-0700,0.81909,1.16264,1.51797,0.78115
15.01.2015 16:00:00.000 GMT-0700,0.82211,1.1636,1.51793,0.78394
15.01.2015 17:00:00.000 GMT-0700,0.82228,1.16161,1.51694,0.78122
15.01.2015 18:00:00.000 GMT-0700,0.82371,1.1627,1.51852,0.78489
15.01.2015 19:00:00.000 GMT-0700,0.82319,1.16317,1.51825,0.78427
15.01.2015 20:00:00.000 GMT-0700,0.82411,1.16393,1.51872,0.78456
15.01.2015 21:00:00.000 GMT-0700,0.82356,1.1631,1.51798,0.78354
15.01.2015 22:00:00.000 GMT-0700,0.82327,1.16291,1.51733,0.78357
15.01.2015 23:00:00.000 GMT-0700,0.82297,1.16358,1.51734,0.78327
16.01.2015 00:00:00.000 GMT-0700,0.82284,1.16324,1.52035,0.78346
16.01.2015 01:00:00.000 GMT-0700,0.82271,1.16138,1.52058,0.78212
16.01.2015 02:00:00.000 GMT-0700,0.82122,1.16283,1.5224,0.77957
16.01.2015 03:00:00.000 GMT-0700,0.82164,1.16005,1.51991,0.77968
16.01.2015 04:00:00.000 GMT-0700,0.82184,1.15865,1.52023,0.7796
16.01.2015 05:00:00.000 GMT-0700,0.82111,1.15897,1.5171,0.77886
16.01.2015 06:00:00.000 GMT-0700,0.81962,1.15842,1.51819,0.77893
16.01.2015 07:00:00.000 GMT-0700,0.81774,1.15503,1.51492,0.77765
16.01.2015 08:00:00.000 GMT-0700,0.81998,1.14917,1.51112,0.77673
16.01.2015 09:00:00.000 GMT-0700,0.81925,1.15165,1.51297,0.77755
16.01.2015 10:00:00.000 GMT-0700,0.82211,1.15475,1.51483,0.77861
16.01.2015 11:00:00.000 GMT-0700,0.82237,1.15391,1.51404,0.77804
16.01.2015 12:00:00.000 GMT-0700,0.82351,1.15847,1.51694,0.77836
16.01.2015 13:00:00.000 GMT-0700,0.82352,1.15688,1.51579,0.77849
16.01.2015 14:00:00.000 GMT-0700,0.82211,1.15626,1.5137,0.77821
18.01.2015 15:00:00.000 GMT-0700,0.82223,1.15638,1.51324,0.77815
18.01.2015 16:00:00.000 GMT-0700,0.8225,1.15612,1.51404,0.77912
18.01.2015 17:00:00.000 GMT-0700,0.82311,1.15616,1.51365,0.77946
18.01.2015 18:00:00.000 GMT-0700,0.82192,1.15704,1.51436,0.7789
18.01.2015 19:00:00.000 GMT-0700,0.82235,1.15563,1.51366,0.7795
18.01.2015 20:00:00.000 GMT-0700,0.82088,1.15606,1.51391,0.77942
18.01.2015 21:00:00.000 GMT-0700,0.82182,1.15568,1.51388,0.7793
18.01.2015 22:00:00.000 GMT-0700,0.8217,1.15616,1.51436,0.77936
18.01.2015 23:00:00.000 GMT-0700,0.82242,1.15686,1.51417,0.77953
19.01.2015 00:00:00.000 GMT-0700,0.82169,1.1559,1.51295,0.77958
19.01.2015 01:00:00.000 GMT-0700,0.82044,1.1584,1.51541,0.77835
19.01.2015 02:00:00.000 GMT-0700,0.82075,1.16158,1.51639,0.77942
19.01.2015 03:00:00.000 GMT-0700,0.82012,1.16005,1.51448,0.77851
19.01.2015 04:00:00.000 GMT-0700,0.82,1.1588,1.51599,0.77845
19.01.2015 05:00:00.000 GMT-0700,0.82112,1.16063,1.51425,0.77879
19.01.2015 06:00:00.000 GMT-0700,0.82219,1.16102,1.51426,0.77834
